subject,date,delivered_to,class
Teach and Grow Rich,"Wed, 28 Aug 2002 00:57:23 +0600",zzzz@localhost.spamassassin.taint.org,spam
"Find Peace, Harmony, Tranquility, And Happiness Right Now!","Mon, 05 Aug 2002 08:51:39 -1700",zzzz@localhost.spamassassin.taint.org,spam
[ILUG-Social] my webcam is on babe!,"Wed, 28 Aug 2002 09:17:55 -0400",zzzz@localhost.spamassassin.taint.org,spam
Iraq Today Daily News - FREE Trial,"Wed, 28 Aug 2002 15:58:44 +0200 (CEST)",zzzz@localhost.spamassassin.taint.org,spam
Re: Here is your Free Access,"Wed, 28 Aug 2002 07:40:40 -0700",zzzz@localhost.spamassassin.taint.org,spam
Toners and inkjet cartridges for less....               NOAZ,"Wed, 28 Aug 2002 07:35:38 -1900",zzzz@localhost.spamassassin.taint.org,spam
WORK FROM HOME.  WE ARE HIRING,"Wed, 28 Aug 2002 17:39:48 +0100",zzzz@localhost.spamassassin.taint.org,spam
I just put my webcam on 4u hunnie=),"Wed, 28 Aug 2002 10:02:37 -0700",zzzz@localhost.spamassassin.taint.org,spam
"Hey, rates are low. What are you waiting for?","Thu, 29 Aug 2002 01:05:56 -0800",zzzz@localhost.spamassassin.taint.org,spam
Huge natural tits,"Wed, 28 Aug 2002 18:48 -0400",zzzz@localhost.spamassassin.taint.org,spam
Your Shipment Status,"Wed, 28 Aug 2002 17:28:03 -0500",zzzz@localhost.spamassassin.taint.org,spam
"New, easy to use web conferencing software","Wed, 28 Aug 2002 20:15:37 -1900",zzzz@localhost.spamassassin.taint.org,spam
Sometimes Less is More...,"Wed, 28 Aug 2002 19:05:41 -0400",zzzz@localhost.spamassassin.taint.org,spam
Play a Hilarious Phone Prank,"Thu, 29 Aug 2002 10:00:10 +0100",zzzz@localhost.spamassassin.taint.org,spam
Everybody Gets Paid - No Recruiting Needed,"Thu, 29 Aug 2002 03:06:23 -0500",zzzz@localhost.spamassassin.taint.org,spam
[ILUG-Social] Everybody Gets Paid - No Recruiting Needed,"Thu, 29 Aug 2002 06:25:48 -0500",zzzz@localhost.spamassassin.taint.org,spam
Get your OWN piece of history.,"Thu, 29 Aug 2002 08:45:22 -1600",zzzz@localhost.spamassassin.taint.org,spam
[ILUG] IMPORTANT.,"Wed, 28 Aug 2002 11:57:10 -1200",zzzz@localhost.spamassassin.taint.org,spam
Attn: NORTON SYSTEMWORKS 2002 CLEARANCE SALE!              VOJTGT,"Thu, 29 Aug 2002 08:18:32 -1600",zzzz@localhost.spamassassin.taint.org,spam
YOUR ANTICIPATED ASSISTANT IS REQUIRED.,"Wed, 28 Aug 2002 14:41:06 +0200",zzzz@localhost.spamassassin.taint.org,spam
Play a Hilarious Phone Prank,"Thu, 29 Aug 2002 15:48:17 +0100",zzzz@localhost.spamassassin.taint.org,spam
(_) Increase Your Sales!!!!,"Wed, 28 Aug 2002 23:33:45 -1900",zzzz@localhost.spamassassin.taint.org,spam
FREE HGH - Look 10 Years Younger in 3 Weeks!!!     HMUPRZD,"Mon, 26 Aug 2002 10:44:19 -1900",zzzz@localhost.spamassassin.taint.org,spam
"Hi,  Low price  inkjet cartridges bvax","Thu, 29 Aug 2002 12:51:30 -0400",zzzz@localhost.spamassassin.taint.org,spam
Internet News Feeds for Executives dfvht,"Thu, 29 Aug 2002 13:13:42 -0400",zzzz@localhost.spamassassin.taint.org,spam
Congratulations on Your 6 New Signups,"Thu, 29 Aug 2002 15:36:58 +-0500",zzzz@localhost.spamassassin.taint.org,spam
"FORTUNE 500 COMPANY HIRING, AT HOME REPS.","Thu, 29 Aug 2002 22:32:54 +0100",zzzz@localhost.spamassassin.taint.org,spam
Tell these cam sluts what to do,"Fri, 30 Aug 2002 01:10:24 +0100",zzzz@localhost.spamassassin.taint.org,spam
Make your prints beautiful & SAVE BIG!                 OYDQH,"Wed, 28 Aug 2002 20:22:21 -1600",zzzz@localhost.spamassassin.taint.org,spam
---> Undervalued Company,"Fri, 30 Aug 2002 10:19:42 +0900 (KST)",zzzz@localhost.spamassassin.taint.org,spam
Look What Sandy is Doing in her DORM!!,"Fri, 23 Aug 2002 10:50:21 -1600",zzzz@localhost.spamassassin.taint.org,spam
Attn: How about being a few pounds lighter?OLIBYKN,"Thu, 29 Aug 2002 19:56:38 -1600",zzzz@localhost.spamassassin.taint.org,spam
ADV: Interest rates slashed! Don't wait!                                                   xoxun,"Fri, 30 Aug 2002 14:29:07 -0400",zzzz@localhost.spamassassin.taint.org,spam
ADV: Lowest life insurance rates available!                                                   pzcby,"Fri, 30 Aug 2002 14:31:31 -0400",zzzz@localhost.spamassassin.taint.org,spam
Attn: NORTON SYSTEMWORKS 2002 BLOWOUT!                 QHZHC,"Fri, 30 Aug 2002 18:54:15 -1600",zzzz@localhost.spamassassin.taint.org,spam
"zzzz,Your HGH Request!","Sat, 31 Aug 2002 07:07:19 +0800",zzzz@localhost.spamassassin.taint.org,spam
Wanna see me get fisted?,"Sat, 31 Aug 2002 22:50:43 -0400 (EDT)",zzzz@localhost.spamassassin.taint.org,spam
"Up to $1,500.00 Part time                         22311","Fri, 30 Aug 2002 15:39:23 -1600",zzzz@localhost.spamassassin.taint.org,spam
Herbal Viagra 30 day trial....                CRUA,"Sat, 31 Aug 2002 14:24:25 -1900",zzzz@localhost.spamassassin.taint.org,spam
Fw: NORTON SYSTEMWORKS 2002 FINAL CLEARANCE SALE!           DJHL,"Sun, 01 Sep 2002 02:24:12 -1600",zzzz@localhost.spamassassin.taint.org,spam
ADV: Extended Auto Warranties Here                                                   aanfh,"Sun, 1 Sep 2002 08:06:43 -0500",zzzz@localhost.spamassassin.taint.org,spam
Get the money you need while mortgage rates are down.,"Sat, 31 Aug 2002 22:23:31 -1600",zzzz@localhost.spamassassin.taint.org,spam
Hottest babes!                                                       4139YAEk3--9,"Tue, 03 Sep 2002 01:10:08 -0800",zzzz@localhost.spamassassin.taint.org,spam
"How many ""inches"" do you need to satisfy a woman in bed?","Wed, 21 Aug 2002 03:26:54 -0500",zzzz@localhost.spamassassin.taint.org,spam
A better investment than the stock market.,"Mon, 02 Sep 2002 02:56:26 -0500",zzzz@localhost.spamassassin.taint.org,spam
Attn: NORTON SYSTEMWORKS CLEARANCE SALE_ONLY $29.99!                  Y,"Mon, 02 Sep 2002 03:02:53 -1600",zzzz@localhost.spamassassin.taint.org,spam
Teach and Grow Rich,"Mon, 02 Sep 2002 08:01:07 -0000",zzzz@localhost.spamassassin.taint.org,spam
UK's Leading PC Specialist,"Sat, 29 Jun 2002 22:02:47",zzzz@localhost.spamassassin.taint.org,spam
The TBA Doctor Walks the Walk on Diabetes,"Thu, 29 Aug 2002 18:53:43 -0400",zzzz@localhost.spamassassin.taint.org,spam
How would you like to create your own DVD library? 4863d-5,"Thu, 29 Aug 0102 19:49:31 +0300",zzzz@localhost.spamassassin.taint.org,spam
Take Advantage of Viral Marketing,"Thu, 29 Aug 2002 13:24:26 +1100",zzzz@localhost.spamassassin.taint.org,spam
FW: Washington wire,"Fri, 30 Aug 2002 09:03:43 -0500 (added by",zzzz@localhost.spamassassin.taint.org,spam
"Approved Online, Internet, Buy Viagra              SJHFL","Fri, 30 Aug 2002 22:07:14 -0700",zzzz@localhost.spamassassin.taint.org,spam
taint.org,"Sat, 31 Aug 2002 01:59:39 -0700 (PDT)",zzzz@localhost.spamassassin.taint.org,spam
New Insurance Product - No Competition,"Fri, 30 Aug 2002 14:15:32 -0400",zzzz@localhost.spamassassin.taint.org,spam
[ILUG] STOP THE MLM INSANITY,"Fri, 30 Aug 2002 14:18:34 -0500",zzzz@localhost.spamassassin.taint.org,spam
"Testing a system, please delete","Fri, 30 Aug 02 21:48:08 Eastern Daylight Time",zzzz@localhost.spamassassin.taint.org,spam
"!Gorgeous,Custom Websites - $399 Complete! (4156cumG9-855YQKc5@17)","Fri, 30 Aug 2002 19:26:08 -0400 (EDT)",zzzz@localhost.spamassassin.taint.org,spam
Fw: NORTON SYSTEMWORKS 2002 CLEARANCE SALE!        11058,"Wed, 28 Aug 2002 09:18:21 -1600",zzzz@localhost.spamassassin.taint.org,spam
FW: Make Money Fast And Legal! As Seen on TV! 65000$+,"Sat, 31 Aug 2002 12:57:22 +0100",zzzz@localhost.spamassassin.taint.org,spam
** You're approved. **,"Sun, 01 Sep 2002 08:00:47 -0100",zzzz@localhost.spamassassin.taint.org,spam
"Fw: VIRUS PROTECTION IS A MUST, YOU NEED SYSTEMWORKS! CPTJ","Sat, 31 Aug 2002 14:52:09 -1600",zzzz@localhost.spamassassin.taint.org,spam
ADV:  Harvest lots of E-mail addresses quickly !,"Sun, 1 Sep 2002 08:29:20 +0800",zzzz@localhost.spamassassin.taint.org,spam
take advantage of this offer                24344,"Sun, 01 Sep 2002 13:21:15 -1900",zzzz@localhost.spamassassin.taint.org,spam
you can watch me,"Sat, 31 Aug 2002 20:45:02 -0700",zzzz@localhost.spamassassin.taint.org,spam
Place Your LTC Declines with Us,"Sun, 1 Sep 2002 18:07:31 -0400",zzzz@localhost.spamassassin.taint.org,spam
you can watch me,"Sat, 31 Aug 2002 20:45:07 -0700",zzzz@localhost.spamassassin.taint.org,spam
CyberAge Dating - Invitation from Jenny,"Mon, 2 Sep 2002 16:41:14 -0700",zzzz@localhost.spamassassin.taint.org,spam
Re: You want sex? 7099ocYT9-261UccU3485gGCz0-11-27,"Fri, 30 Aug 2002 07:24:19 -0000",zzzz@localhost.spamassassin.taint.org,spam
Welcome to the concept of RESIDUAL Income!,"Fri, 30 Aug 02 05:32:48 Eastern Daylight Time",zzzz@localhost.spamassassin.taint.org,spam
URGENT BUSINESS ASSISTANCE.,"Mon, 2 Sep 2002 14:11:45 +0200 (CEST)",zzzz@localhost.spamassassin.taint.org,spam
Z-app the Competition with Roster,"Mon, 2 Sep 2002 18:07:20 -0400",zzzz@localhost.spamassassin.taint.org,spam
"$14.95 per year for .COM, .BIZ, and .INFO extensions","Mon, 02 Sep 2002 22:18:23 +0300",zzzz@localhost.spamassassin.taint.org,spam
"eBay, Be Debt Free by 2003!                      8119","Tue, 27 Aug 2002 03:45:51 -1600",zzzz@localhost.spamassassin.taint.org,spam
<---- FREAK ME ---->,"Tue, 03 Sep 2002 10:03:14 -1900",zzzz@localhost.spamassassin.taint.org,spam
Please help Home Entertainment Companies with Survey - Win a DVR!,04 Sep 2002 01:31:44 +0530,zzzz@localhost.spamassassin.taint.org,spam
We Dare You to Find a Better Annuity,"Tue, 3 Sep 2002 19:20:07 -0400",zzzz@localhost.spamassassin.taint.org,spam
Interest Rates at Forty Yr. Lows,"Wed, 04 Sep 2002 01:35:46 -0800",zzzz@localhost.spamassassin.taint.org,spam
Business Proposal.,"Tue, 3 Sep 2002 21:57:56 -0700",zzzz@localhost.spamassassin.taint.org,spam
"Over $100,000 Per Year Possible On The Net!  No Illegal MLM Junk! Time:11:43:57 PM","Tue, 3 Sep 2002 23:43:57",zzzz@localhost.spamassassin.taint.org,spam
Seeking Your Partnership,"Wed, 4 Sep 2002 11:25:20 +0200",zzzz@localhost.spamassassin.taint.org,spam
Customized Warez CDs,"Fri, 06 Sep 2002 05:28:13 -0800",zzzz@localhost.spamassassin.taint.org,spam
[ILUG] assistance needed,"Thu, 05 Sep 2002 02:00:11",zzzz@localhost.spamassassin.taint.org,spam
A marketplace where lenders compete for your business LFHLXHU,"Thu, 05 Sep 2002 13:10:16 -0700",zzzz@localhost.spamassassin.taint.org,spam
"!Gorgeous,Custom Websites - $349 Complete! (9009zRlD0-486vNhZ47@18)","Thu, 5 Sep 2002 08:42:34 +0100",zzzz@localhost.spamassassin.taint.org,spam
"Outstanding Opportunities for ""Premier Producers""","Wed, 4 Sep 2002 19:28:18 -0400",zzzz@localhost.spamassassin.taint.org,spam
URGENT ASSISTANCE(CONFIDENTIAL),"Sat, 31 Aug 2002 09:41:43 -0700 (PDT)",zzzz@localhost.spamassassin.taint.org,spam
Advance Your Career and Find a Great Job!,"Thu,  5 Sep 2002 02:12:52 -0400 (EDT)",zzzz@localhost.spamassassin.taint.org,spam
EIN News - FREE Trial,"Wed,  4 Sep 2002 16:51:20 +0200 (CEST)",zzzz@localhost.spamassassin.taint.org,spam
[ILUG-Social] URGENT ASSISTANT NEEDED,"Wed, 4 Sep 2002 20:20:31 +0100",zzzz@localhost.spamassassin.taint.org,spam
[ILUG-Social] please kindly get back to me,"Fri, 6 Sep 2002 10:06:57 +0200",zzzz@localhost.spamassassin.taint.org,spam
FriendSearch and zzzzason.org Partnership,6 Sep 2002 07:04:43 -0000,zzzz@localhost.spamassassin.taint.org,spam
Attn:Targeted email addresses,"Thu, 5 Sep 2002 22:20:37 -0700",zzzz@localhost.spamassassin.taint.org,spam
Please help Home Entertainment Companies with Survey - Win a DVR!,06 Sep 2002 01:52:08 +0530,zzzz@localhost.spamassassin.taint.org,spam
Behind Every Elite Producer...,"Thu, 5 Sep 2002 19:35:13 -0400",zzzz@localhost.spamassassin.taint.org,spam
FW: SHORT TERM BUY RECOMMENDATION,"Fri, 6 Sep 2002 10:02:19 +0400",zzzz@localhost.spamassassin.taint.org,spam
[ILUG] please kindly get back to me,"Fri, 6 Sep 2002 10:04:50 +0200",zzzz@localhost.spamassassin.taint.org,spam
[ILUG] From the desk of : George Osawa,"Fri, 6 Sep 2002 10:28:15 +0100",zzzz@localhost.spamassassin.taint.org,spam
International calls for only 33 cents per minute with no subscription,"Fri, 6 Sep 2002 11:50:24 +0100",zzzz@localhost.spamassassin.taint.org,spam
Industry Forum #136,"Fri, 06 Sep 2002 11:12:45",zzzz@localhost.spamassassin.taint.org,spam
We Buy Renewal Commissions,"Fri, 6 Sep 2002 18:35:32 -0400",zzzz@localhost.spamassassin.taint.org,spam
NEW TECHNOLOGY - DIGITAL VIDEO RECORDER (Smart IP Technology),"Sat, 7 Sep 2002 01:01:00 +0100",zzzz@localhost.spamassassin.taint.org,spam
Half Price Cigarettes and Tobacco,"Sat, 7 Sep 2002 06:53:25 +0200",zzzz@localhost.spamassassin.taint.org,spam
don't proscrastinate...it's only $14.95 per year,"Sat, 07 Sep 2002 05:19:48 -0000",zzzz@localhost.spamassassin.taint.org,spam
Half Price Cigarettes and Tobacco,"Sat, 7 Sep 2002 14:36:20 +0200",zzzz@localhost.spamassassin.taint.org,spam
[ILUG] ¯Â°Ó·~¿ì¤½«Ç¥X¯²,"Sat, 7 Sep 2002 11:48:19 +0100",zzzz@localhost.spamassassin.taint.org,spam
[WM] GREEN CARD CEKÝLÝSÝ  KACIRMAYIN,"Sat, 7 Sep 2002 16:28:40 -0700",zzzz@localhost.spamassassin.taint.org,spam
"LIE`S, MIS-INFORMATION and FRAUD","Sat, 07 Sep 2002 15:00:46 -0700",zzzz@localhost.spamassassin.taint.org,spam
Make Huge Profits on eBay                          951,"Sun, 08 Sep 2002 08:34:40 -0400",zzzz@localhost.spamassassin.taint.org,spam
I NEED AN URGENT CAPABLE ASSISTANCE.TEL:+225 05775748,"Sun, 8 Sep 2002 15:29:20 +0200 (CEST)",zzzz@localhost.spamassassin.taint.org,spam
"The ""Business-Owner Friendly"" Pension Plan","Sun, 8 Sep 2002 14:04:06 -0400",zzzz@localhost.spamassassin.taint.org,spam
Let us find the right mortgage lender for you      AFPE,"Mon, 09 Sep 2002 14:36:18 -0700",zzzz@localhost.spamassassin.taint.org,spam
Wall Street's dirty little secret ...,"Sun, 08 Sep 2002 23:07:56 +1000",zzzz@localhost.spamassassin.taint.org,spam
Re: SYSTEMWORKS CLEARANCE SALE_LIMITED QUANTITIES_ONLY $29.99 TJ,"Fri, 23 Aug 2002 08:43:00 -1600",zzzz@localhost.spamassassin.taint.org,spam
=?big5?Q?=A4=A3=AC=DD=B7|=AB=E1=AE=AC?=,"Mon, 9 Sep 2002 11:34:43 +0100",zzzz@localhost.spamassassin.taint.org,spam
--> DIRECT MARKETING WILL INCREASE SALES           23875,"Mon, 09 Sep 2002 05:26:05 -1900",zzzz@localhost.spamassassin.taint.org,spam
What Warren Buffett won't tell ya ...,"Tue, 10 Sep 2002 04:13:50 -1100",zzzz@localhost.spamassassin.taint.org,spam
"Earn $139,000 a year as a DAY TRADER!","Mon, 09 Sep 2002 17:45:22 -0000",zzzz@localhost.spamassassin.taint.org,spam
Newsletter Coach'Invest - Septembre 2002,Tue Sep  3 15:33:27 2002,freebsd-stable@freebsd.org,spam
Newsletter Coach'Invest - Septembre 2002,Tue Sep  3 15:33:20 2002,freebsd-questions@freebsd.org,spam
=?iso-2022-jp?B?GyRCJDckOCRfJEgkYiRiJE4lMyVpJVwlbCE8JTclZyVzGyhK?=,Sat Sep  7 06:14:26 2002,freebsd-ports@freebsd.org,spam
iiu.taint.org,"Tue, 10 Sep 2002 03:34:01 +0800 (CST)",zzzz@localhost.spamassassin.taint.org,spam
Term Insurance Is Out,"Mon, 9 Sep 2002 18:58:26 -0400",zzzz@localhost.spamassassin.taint.org,spam
MSNBC: Rates Hit 35 year Low 4.75% ...12021,"Mon, 09 Sep 2002 21:00:53 -1900",zzzz@localhost.spamassassin.taint.org,spam
[ILUG-Social] urgent assistance,"Mon, 09 Sep 2002 23:16:35",zzzz@localhost.spamassassin.taint.org,spam
[WM] CEVIRI YAZILIMLARI,"Tue, 10 Sep 2002 13:41:57 +0300",zzzz@localhost.spamassassin.taint.org,spam
Are you LOSING? The answer would amaze you!,"Tue, 10 Sep 2002 15:11:01 +0200",zzzz@localhost.spamassassin.taint.org,spam
[ILUG] Seeking Your Partnership,"Tue, 10 Sep 2002 16:17:30 +0200",zzzz@localhost.spamassassin.taint.org,spam
Custom Warez CDs,"Wed, 11 Sep 2002 11:55:28 -0700",zzzz@localhost.spamassassin.taint.org,spam
CIGARETTES WHOLESALE!       HYWWZZLZD,"Tue, 10 Sep 2002 13:53:44 -1900",zzzz@localhost.spamassassin.taint.org,spam
Pru Life's UL Portfolio Rocks,"Tue, 10 Sep 2002 18:52:25 -0400",zzzz@localhost.spamassassin.taint.org,spam
Paperless Publishing is Here and Now,"Wed, 11 Sep 2002 05:57:17 -0100",zzzz@localhost.spamassassin.taint.org,spam
re:  SYSTEMWORKS CLEARANCE SALE_ONLY $29.99 0989sqJ-7,"Tue, 10 Sep 0102 19:03:14 +1200",zzzz@localhost.spamassassin.taint.org,spam
Did I give you the money yet?          DLRA,"Wed, 11 Sep 2002 03:45:43 -0700",zzzz@localhost.spamassassin.taint.org,spam
[ILUG] Do NOT Drop your Life Insurance,"Wed, 11 Sep 2002 06:12:39 -0500",zzzz@localhost.spamassassin.taint.org,spam
[SAtalk] **urgent assistance**,"Thu, 12 Sep 2002 13:44:13 -0700",zzzz@localhost.spamassassin.taint.org,spam
**urgent assistance**,"Thu, 12 Sep 2002 13:44:17 -0700",zzzz@localhost.spamassassin.taint.org,spam
[ILUG] Want to play poker with other people online.,"Wed, 11 Sep 2002 05:41:45 +0500",zzzz@localhost.spamassassin.taint.org,spam
University Diplomas,"Wed, 11 Sep 2002 09:41:51 -1900",zzzz@localhost.spamassassin.taint.org,spam
Re: This Weekend,"Thu, 12 Sep 2002 01:49:52 -0900",zzzz@localhost.spamassassin.taint.org,spam
Your Gateway to Wealth,"Wed, 11 Sep 2002 18:50:19 -0400",zzzz@localhost.spamassassin.taint.org,spam
.Message report from your contact page....//ytu855 rkq,"Thu, 12 Sep 2002 04:10:10 +0200",zzzz@localhost.spamassassin.taint.org,spam
Re:[1]Save over $70 on this exquisite software suite. 32004,"Fri, 06 Sep 2002 11:41:10 -1600",zzzz@localhost.spamassassin.taint.org,spam
Membership Renewal,"Thu, 12 Sep 2002 11:29:48 +0100",zzzz@localhost.spamassassin.taint.org,spam
Looking for property in SPAIN?,"Thu, 12 Sep 2002 13:24:51 +0200",zzzz@localhost.spamassassin.taint.org,spam
Grow Up And Be A Man!  abm,"Wed, 11 Sep 2002 21:38:41 -0400",zzzz@localhost.spamassassin.taint.org,spam
"Powerball Results Saturday September 14, 2002 Estimated Jackpot $100 Million","Thu, 12 Sep 2002 10:32:03 -0500",zzzz@localhost.spamassassin.taint.org,spam
"Invite: Content Management Summit, Oct. 10th New York City",12 Sep 2002 18:21:31 -0000,zzzz@localhost.spamassassin.taint.org,spam
The TBA Doctor Walks the Walk on Diabetes,"Thu, 12 Sep 2002 19:19:51 -0400",zzzz@localhost.spamassassin.taint.org,spam
[ILUG] re: popular .BIZ and .COM extensions for only $14.95,"Fri, 13 Sep 2002 12:10:21 -0600",zzzz@localhost.spamassassin.taint.org,spam
=?big5?Q?=A7A=B7=C7=B3=C6=A6n=A4F=B6=DC=3F?=,"Fri, 13 Sep 2002 19:35:13 +0100",zzzz@localhost.spamassassin.taint.org,spam
Poker for money againts real players,"Sat, 14 Sep 2002 02:35:15 -0700",zzzz@localhost.spamassassin.taint.org,spam
Information for you,"Fri, 13 Sep 2002 18:10:58 -1600",zzzz@localhost.spamassassin.taint.org,spam
Best product for 2002,"Fri, 13 Sep 2002 18:34:51 -1600",zzzz@localhost.spamassassin.taint.org,spam
Best product for 2002,"Fri, 13 Sep 2002 18:34:51 -1600",zzzz@localhost.spamassassin.taint.org,spam
6.50% Annuity w/4.05% Lifetime Bailout,"Fri, 13 Sep 2002 18:58:44 -0400",zzzz@localhost.spamassassin.taint.org,spam
"Never pay for porn again, YOUR FREE PAYSITE is here! 6277zwyL0-111bAgY1254IhZJ0-37-27","Sat, 14 Sep 2002 11:22:43 -0700",zzzz@localhost.spamassassin.taint.org,spam
eBay PowerSeller Secrets                         6826,"Sat, 14 Sep 2002 08:19:51 -0400",zzzz@localhost.spamassassin.taint.org,spam
[ILUG-Social] Best Replica Goods - Best Prices,"Sat, 14 Sep 2002 20:13:12 +0100",zzzz@localhost.spamassassin.taint.org,spam
Have tax problems?,2002/09/14 Sat 02:29:32 CDT,zzzz@localhost.spamassassin.taint.org,spam
Go get em gadgets of 2002 4497VLNz2--9,"Sat, 14 Sep 2002 14:29:28 +1000",zzzz@localhost.spamassassin.taint.org,spam
Pics for you,2002/09/14 Sat 13:06:03 GMT,zzzz@localhost.spamassassin.taint.org,spam
[ILUG] Best Replica Goods - Best Prices,"Sat, 14 Sep 2002 20:13:12 +0100",zzzz@localhost.spamassassin.taint.org,spam
Low cost quality conference calls,"Sun, 15 Sep 2002 06:55:37 -1900",zzzz@localhost.spamassassin.taint.org,spam
=?big5?Q?=A7K=B6O=B5L=AD=AD=A6=B8=A5=F4=A5=B4=A4=A4=B4=E4=AA=F8=B3~=B9q=B8=DC?=,"Sun, 15 Sep 2002 20:14:02 +0100",zzzz@localhost.spamassassin.taint.org,spam
http://www.efi.ie/,"Sun, 15 Sep 2002 23:46:00 +0800",zzzz@localhost.spamassassin.taint.org,spam
The Flight to Safety is Upon Us,"Sun, 15 Sep 2002 19:18:58 -0400",zzzz@localhost.spamassassin.taint.org,spam
WARNING: Your computer may contain a virus!,"Mon, 16 Sep 2002 15:56:33 +0800",zzzz@localhost.spamassassin.taint.org,spam
"=?big5?Q?re:=A7=DA=AA=BE=B9D=A7A=BB=DD=ADn=A7=F3=A6h=BE=F7=B7|,=A4@=B0_=A8=D3=A7a!?=","Mon, 16 Sep 2002 06:41:02 +0100",zzzz@localhost.spamassassin.taint.org,spam
[ILUG] MICHAEL ! ilug,"Mon, 16 Sep 2002 09:33:38 +0200",zzzz@localhost.spamassassin.taint.org,spam
[WM] özür dileriz,"Mon, 16 Sep 2002 09:38:36 -0400",zzzz@localhost.spamassassin.taint.org,spam
NEED TO FIND SOMETHING?,"Mon, 16 Sep 2002 01:25:29 -1900",zzzz@localhost.spamassassin.taint.org,spam
Funds Investment,"Mon, 16 Sep 2002 13:12:50 GMT+1",zzzz@localhost.spamassassin.taint.org,spam
3 Cd Package: 300 Million Email Addresses + 1.5 Mil Fax Numbers $99.95,"Mon, 16 Sep 2002 11:19:40 -0700",zzzz@localhost.spamassassin.taint.org,spam
"Free Excerpt;  Baby Makers, Loser Choosers, & Welfare Abusers...Images of My America!",Mon Sep  9 12:21:16 2002,freebsd-ports@freebsd.org,spam
=?iso-2022-jp?B?GyRCJDckOCRfJEgkYiRiJE4lMyVpJVwlbCE8JTclZyVzGyhK?=,Mon Sep  9 16:18:29 2002,freebsd-bugs@freebsd.org,spam
=?iso-2022-jp?B?GyRCJDckOCRfJEgkYiRiJE4lMyVpJVwlbCE8JTclZyVzGyhK?=,Mon Sep  9 23:57:58 2002,freebsd-ports@freebsd.org,spam
=?iso-2022-jp?B?GyRCJDckOCRfJEgkYiRiJE4lMyVpJVwlbCE8JTclZyVzGyhK?=,Tue Sep 10 00:35:47 2002,freebsd-questions@freebsd.org,spam
Still looking for a house?,Sat Sep 14 13:26:41 2002,freebsd-ports@freebsd.org,spam
"=?big5?Q?re:=B7Q=ADn=ADP=B4I,=A7A=C1=D9=ADn=B5=A5=A6h=A4[?=","Mon, 16 Sep 2002 18:37:11 +0100",zzzz@localhost.spamassassin.taint.org,spam
fwd:  NORTON SYSTEMWORKS CLEARANCE SALE_ONLY $29.99 7126kyiK0-697yFCQ4277rqZm-24,"Tue, 17 Sep 2002 03:26:40 -0300",zzzz@localhost.spamassassin.taint.org,spam
Teach and Grow Rich,"Tue, 17 Sep 0102 16:06:15 -1100",zzzz@localhost.spamassassin.taint.org,spam
May I have a moment of your Time PLEASE,"Tue, 17 Sep 2002 05:40:44 -0400",zzzz@localhost.spamassassin.taint.org,spam
[ILUG] Here is the information you requested,"Mon, 16 Sep 2002 19:44:00 -0400",zzzz@localhost.spamassassin.taint.org,spam
"zzzz,Hello","Tue, 17 Sep 2002 07:24:22 -0400",zzzz@localhost.spamassassin.taint.org,spam
"Friend, Copy ANY DVD or Playstation Game with this software......","Tue, 17 Sep 2002 09:15:32 PST",zzzz@localhost.spamassassin.taint.org,spam
Best Long Distance On the Net - 3.9 Cents With No Monthly Fees,"Tue, 17 Sep 2002 10:01:59 -0500",zzzz@localhost.spamassassin.taint.org,spam
[ILUG] ASSISTANCE,"Tue, 17 Sep 2002 15:30:45 +0100",zzzz@localhost.spamassassin.taint.org,spam
Don't get caught by rising interest rates.,"Tue, 17 Sep 2002 13:28:38 -0400",zzzz@localhost.spamassassin.taint.org,spam
New Stock Pick: BBAN - Last Pick UP 309%.......................................... gsg,"Tue, 17 Sep 2002 12:47:46 -0500",zzzz@localhost.spamassassin.taint.org,spam
Membership Status Notification,"Tue, 17 Sep 2002 11:59:30 +-0500",zzzz@localhost.spamassassin.taint.org,spam
you don't satisfy me               FGTPRIL,"Tue, 17 Sep 2002 10:28:14 -1600",zzzz@localhost.spamassassin.taint.org,spam
fwd:  NORTON SYSTEMWORKS CLEARANCE SALE!,"Tue, 17 Sep 2002 14:50:08 -0500",zzzz@localhost.spamassassin.taint.org,spam
The Best Just Got Better,"Tue, 17 Sep 2002 19:11:21 -0400",zzzz@localhost.spamassassin.taint.org,spam
Get on the Bus.. gbvzzzz,"Tue, 17 Sep 2002 16:34:19 -0700",zzzz@localhost.spamassassin.taint.org,spam
Re: zzzz@spamassassin.taint.org,"Tue, 17 Sep 2002 20:09:29 -0700",zzzz@localhost.spamassassin.taint.org,spam
Introducing HGH: The Most Powerful Anti-Obesity Drug Ever,"Wed, 18 Sep 2002 15:18:43 +0800",zzzz@localhost.spamassassin.taint.org,spam
Re: Super CHARGE your desktop or laptop today!     17639,"Wed, 18 Sep 2002 03:39:16 -1600",zzzz@localhost.spamassassin.taint.org,spam
FREE WebBook Publishing Software - Download NOW!,"Wed, 18 Sep 2002 18:04:28 -1000",zzzz@localhost.spamassassin.taint.org,spam
[ILUG-Social] Poker for money againts real players,"Wed, 18 Sep 0102 04:15:01 +0600",zzzz@localhost.spamassassin.taint.org,spam
[ILUG-Social] HELLO,"Wed, 18 Sep 2002 01:11:52",zzzz@localhost.spamassassin.taint.org,spam
